"film_id","year","length","budget","votes","genre","rating"
13984,1998,9,16.5,39,"Animation",8.8
30638,2003,9,8.7,10,"Comedy",8.6
1786,2001,105,9.2,353,"Action",3.6
42209,1999,104,11,3280,"Action",2.6
56220,1988,97,14.7,763,"Action",5.7
8046,2000,13,13.3,13,"Short",7.7
21198,1939,72,13.2,93,"Drama",3.9
19227,1982,96,11.9,21,"Action",5.6
31845,2002,88,14.2,23,"Comedy",8.3
48343,2000,80,13.7,76,"Action",4
33688,2003,16,11.4,19,"Drama",7.3
38854,1962,93,10.9,240,"Action",4.1
39717,1989,103,11,5718,"Action",4.3
28820,2000,98,15.4,223,"Drama",2.9
14986,1972,45,13.1,5,"Action",2.6
16824,1965,112,8.7,39,"Action",4
45103,1962,NA,12,222,"Action",4.1
9167,1981,110,7.7,11,"Action",3.9
41696,2003,114,10.3,273,"Comedy",3.2
45755,1994,NA,11.6,66,"Drama",4.3
39057,1953,151,9.2,8,"Drama",4.7
10610,1971,99,14.2,343,"Comedy",7.8
27243,1983,97,16.7,41,"Drama",3.6
20112,1956,201,10.7,4210,"Drama",3.6
18853,1958,83,13.7,84,"Action",5.1
53490,2002,104,7.5,2417,"Action",6.2
5244,1971,89,10.3,93,"Action",4.7
36629,1976,112,7.1,209,"Comedy",3.8
34501,1971,98,9.6,11,"Action",2.4
46039,1996,80,12,55,"Drama",4
5701,2003,87,11.6,81,"Action",7.7
24907,1969,103,10.4,438,"Action",2.2
23658,1995,120,14.2,142,"Drama",4.6
28120,1956,98,11.4,5,"Action",3.1
36600,1954,91,13.4,12,"Action",2.7
49056,1941,67,6.9,18,"Drama",3.1
29703,1973,92,15.3,7,"Action",3.1
5767,1999,59,12.6,6,"Action",3.4
47750,1946,11,11,16,"Comedy",8.1
46702,2002,NA,20.3,7,"Drama",8
6997,1937,10,13.1,5,"Short",7.8
7815,1929,90,8.4,91,"Action",3.8
9330,1995,100,15.5,14,"Documentary",8.3
34964,1942,71,12.6,189,"Action",5.2
56878,1932,67,9.8,627,"Action",3.8
15574,1949,112,5.8,140,"Drama",2.8
21900,1962,58,13.2,37,"Action",3.8
53370,1994,76,13.8,147,"Animation",3.9
44863,1974,88,16.3,201,"Action",5.7
19113,1972,91,10.4,720,"Drama",4.3
33087,1941,106,12.3,111,"Drama",4.3
58135,1954,89,11,18,"Comedy",7.8
11008,1967,6,16.8,8,"Animation",8.1
28921,2002,97,10.8,1503,"Drama",3.6
2514,1961,97,9.9,40,"Drama",2.7
3893,1934,76,12.9,98,"Comedy",4.4
16385,1972,86,9.8,8,"Documentary",7.8
14791,2003,101,15.1,7426,"Comedy",3.1
43466,1977,89,10.8,59,"Action",2.8
13890,2002,63,12.9,30,"Comedy",7.4
9334,1980,85,10.5,11,"Action",3.9
54508,2004,156,16.5,8039,"Drama",4.6
2057,2004,NA,13.8,28,"Action",7.5
1401,1993,91,14.9,1047,"Comedy",7.9
13307,1990,103,16.7,67,"Drama",3.4
44995,2000,80,6.6,21,"Drama",2.2
51276,1997,90,11.7,82,"Drama",3.7
53851,1993,85,9.1,55,"Action",2.6
37386,1957,87,14.6,31,"Drama",2.7
920,1988,96,12.7,1743,"Action",7.7
21406,1976,NA,13.7,15,"Drama",5
6310,1963,58,10.2,515,"Action",2.4
51867,1978,93,13.5,9,"Comedy",7.9
51811,2000,97,12.8,623,"Comedy",4.5
39776,1994,104,17.5,59,"Drama",3.7
135,1959,75,12.7,59,"Animation",3.4
4668,1982,91,8.2,148,"Comedy",3.2
23894,1997,1,10,6,"Short",8.5
6566,1955,16,8.6,45,"Comedy",7.9
28269,1997,87,14.5,34,"Action",3.9
79,2005,95,13.1,9,"Drama",5.1
27195,1972,316,12.2,125,"Drama",5.7
8571,1940,65,5.9,12,"Comedy",3.3
43746,1998,10,12.5,6,"Short",8.6
12799,1944,64,14.2,29,"Action",3.6
23501,1997,102,12.6,3531,"Comedy",8.3
22871,1992,95,8.5,49,"Drama",3.4
31742,1937,91,13,194,"Drama",5.3
26285,1997,99,15,30,"Action",4.1
40473,1940,18,7.3,140,"Comedy",7.9
40557,1991,NA,13.3,10,"Action",3.2
26881,2001,105,13.4,106,"Drama",4.1
34251,1996,106,12.8,121,"Comedy",8.3
5514,1948,103,18.8,36,"Drama",3.2
34193,1999,109,11,16,"Drama",3.7
50249,1995,90,7.9,95,"Action",4.2
54464,1991,60,13.2,11,"Action",3.6
30584,1965,10,8.8,15,"Documentary",7.9
48061,1993,93,10.3,704,"Comedy",7.7
7246,1983,96,11,89,"Drama",4
58345,2004,160,12.1,190,"Drama",3.3
16709,1985,109,12.9,1830,"Action",3
48089,1944,107,10,31,"Drama",3.1
30425,1990,92,11,15,"Action",3.2
44524,2000,79,10.3,62,"Drama",2.8
35569,1948,96,7.6,556,"Drama",3.7
52623,1919,50,16.2,12,"Drama",5
43084,1977,85,17.3,98,"Drama",3.4
22513,1986,15,15.8,66,"Short",7.4
15761,2001,95,11.9,24,"Comedy",7.6
9879,1947,7,13.9,81,"Animation",8.2
44132,1999,90,12.1,5,"Action",3.3
18456,1990,104,13.8,50,"Drama",3.5
28606,2005,80,10.4,33,"Comedy",7.5
55778,2003,NA,9.3,2121,"Drama",5.2
14741,1970,90,14.2,8,"Action",4.7
57914,2002,19,7,13,"Short",8.4
10698,1968,93,13.3,30,"Action",3.6
31871,1969,NA,12.3,11,"Drama",4
9756,1992,89,10.9,424,"Action",3.9
54580,1958,83,12,29,"Comedy",8.3
3517,1983,110,13.5,41,"Comedy",8
39774,1944,92,12.3,6,"Romance",3.9
49751,2001,75,10.8,11,"Comedy",7.9
58584,1999,87,4.2,15,"Drama",3
53322,1950,67,16.2,31,"Comedy",7.7
37094,1975,NA,14.1,12,"Short",8.1
58490,1939,74,14,46,"Comedy",8.2
37227,2001,110,12.6,186,"Drama",3.8
6437,1929,10,18.2,14,"Documentary",7.7
5110,1993,91,7.4,148,"Action",5.1
47644,1957,NA,11.2,53,"Animation",3.9
14238,1965,200,18.9,10283,"Drama",3.7
31683,1970,110,10.4,14,"Drama",4
33645,1975,80,16.5,33,"Action",7
55995,1963,112,8.9,11,"Drama",5.8
29303,1999,NA,12.4,13,"Animation",7.3
10209,2000,NA,4.3,7,"Comedy",4.8
18911,1961,101,14.2,6,"Action",4.3
3723,1970,135,12.9,165,"Action",3.3
56379,2000,113,9.5,1742,"Action",4.4
23290,1995,106,9.6,7,"Drama",4.6
14992,1977,95,15.2,10,"Comedy",8.6
35413,1933,220,19.8,11,"Action",8.2
10727,1951,113,14,70,"Drama",4.2
58031,1996,79,11.5,147,"Action",3.5
42023,2004,100,16.2,116,"Drama",4.1
31457,1963,7,9.5,61,"Animation",8
26119,1975,121,11.1,92,"Drama",3.4
39242,2000,101,8.9,838,"Drama",4.9
53917,1999,NA,12.1,15,"Drama",5.1
18430,1977,139,13,8,"Drama",3.4
18872,1991,118,20.1,3946,"Comedy",4.2
25299,1964,84,11.1,23,"Drama",3.8
9767,1910,16,8.6,6,"Drama",7.6
51609,1940,95,10.7,667,"Drama",3.4
37252,1998,106,11.2,119,"Comedy",4.4
15526,1933,10,13.3,7,"Short",8.1
15817,1989,95,9.3,5,"Drama",5
15428,1964,85,14,16,"Drama",6.5
13437,2002,112,9.8,48,"Action",1.6
53832,2002,8,14.2,6,"Comedy",8.3
45828,1997,104,7.2,368,"Drama",4.1
30239,1952,7,9.1,25,"Animation",8.6
15515,1979,97,13.4,34,"Action",4.2
4996,2002,102,12.4,98,"Drama",3.8
26016,1976,NA,14.4,53,"Action",2.2
6011,1995,37,12.2,13,"Short",8.3
41894,1974,97,13.7,6,"Drama",3.8
23089,1956,80,13.8,39,"Action",4.9
45906,1944,64,16.5,9,"Action",6.6
9647,1990,99,15.6,6,"Drama",3.5
11949,1939,7,12.3,10,"Animation",8.2
3559,1935,8,11.9,7,"Short",8.5
27848,1992,111,15.5,52,"Drama",5
20940,1998,63,15.7,7,"Documentary",8.4
43797,1997,80,11.7,20,"Action",4.3
24477,2004,80,15.4,16,"Documentary",7.3
3939,1946,88,11.6,16,"Comedy",3.7
49772,1938,NA,11.8,69,"Drama",3.3
6203,1971,105,10.5,54,"Action",4.5
506,2002,94,13.2,33,"Documentary",7.7
4436,1997,79,17.3,37,"Comedy",7.6
18394,1994,90,15.8,10,"Comedy",7.9
45596,1996,120,14.2,8,"Action",3.6
53780,1996,14,12.3,9,"Comedy",7.1
22619,1968,95,14.2,50,"Drama",3.3
31559,1989,90,9.6,26,"Action",4.4
39378,1944,3,11.5,5,"Animation",4
1884,2000,162,13.3,38648,"Comedy",3.8
33769,1951,98,12.6,5,"Action",3.1
52015,1942,78,10.9,19,"Drama",3.4
45809,1998,100,10.6,11,"Documentary",7.9
42169,1977,NA,9,32,"Action",3.8
9435,1980,94,11,12,"Action",5
32467,1976,102,10.5,188,"Drama",2.9
3962,1957,79,15.2,9,"Action",4.8
6778,1948,7,9.5,10,"Animation",8.6
44430,1958,80,13.5,12,"Action",3.1
28000,1955,104,12.9,1836,"Action",2.5
18001,1943,7,13.6,5,"Animation",7.8
6872,1999,110,6,17935,"Action",4.4
9332,1937,NA,14.3,10,"Comedy",8.3
37687,1998,76,9.2,24,"Action",4.3
49481,2002,97,8.7,24,"Drama",4.3
28056,2005,NA,17.8,7,"Drama",4
17900,1934,77,9.2,9,"Action",4.2
23913,1951,96,12.2,32,"Comedy",7.5
3035,2004,30,7.4,10,"Short",8
7441,1991,80,13.7,668,"Documentary",7.7
21232,1903,12,11,849,"Action",7.9
7467,1923,80,11.4,7,"Drama",4.5
31195,1987,88,8.4,23,"Drama",5.9
4783,1954,89,13.2,8,"Drama",5.5
22461,1996,50,11.9,29,"Action",4.2
28320,1960,67,12.9,25,"Action",6
37593,1997,88,9.7,16,"Action",4.1
3260,1998,7,3.7,9,"Short",7.9
54455,1997,95,11.6,148,"Documentary",8.6
12529,1960,124,14,209,"Drama",4.8
42711,1931,77,16.4,22,"Comedy",7.5
40793,1939,7,12.1,13,"Animation",7.2
36986,1963,10,9.7,5,"Short",7.4
323,2002,90,10.5,8,"Action",4.4
13125,1999,105,14.6,17666,"Action",7.4
41047,1958,7,15.9,27,"Animation",8
4544,1896,1,8.8,73,"Documentary",8.5
14262,2001,85,12,88,"Drama",5.1
40957,1975,117,7.8,5,"Action",2.1
34761,1974,103,15.1,626,"Action",4.2
6092,2000,86,10.2,37,"Comedy",8.7
30374,1952,79,9.9,13,"Drama",5.2
37146,1997,90,15.5,11,"Action",0.6
19534,2002,115,17.4,12,"Action",4.2
44815,1947,63,13.5,5,"Comedy",7.5
29399,2000,126,15.9,7123,"Comedy",4.7
19427,1993,90,15.9,28,"Comedy",8.1
51519,1975,100,7.4,24,"Drama",4.3
27318,1987,93,11.2,24,"Drama",3.3
13103,1997,90,19.7,5,"Drama",2.5
5685,1978,89,10.8,81,"Action",4
35790,1935,105,14.3,155,"Drama",5.4
39462,2000,124,8.8,14,"Drama",3.8
13606,1960,93,14.8,141,"Drama",4
9491,1972,102,13.9,2913,"Comedy",4.7
17230,1962,95,10.3,77,"Comedy",7.4
4121,1997,93,17.9,68,"Drama",4.8
5093,1982,90,13.7,13,"Drama",4.9
43433,1968,17,11.4,19,"Short",7.5
29949,2003,17,7.6,8,"Drama",7.9
51055,1994,160,8.4,7,"Drama",4.7
43964,1977,104,10.1,72,"Drama",3.8
37285,2000,101,9.7,11,"Action",5.6
28681,1993,140,14.8,16,"Action",3.3
32567,1999,94,13.6,36,"Drama",1.7
56845,1987,107,10.7,568,"Drama",3.4
1114,1937,61,8.9,44,"Comedy",3.4
42442,1954,89,12.4,18,"Comedy",7.8
41160,1978,85,15.3,92,"Action",2.6
65,1979,119,8.6,2610,"Drama",4.2
41884,2000,40,10.4,30,"Drama",7.8
35324,1998,105,15,1810,"Drama",5
55906,1916,20,12.6,7,"Comedy",7.9
11167,2002,7,9.4,6,"Short",8.5
33648,1986,105,12.2,18,"Drama",4
4454,1938,75,13.5,19,"Comedy",3.8
12068,1998,95,13.6,9,"Action",3.1
46151,1959,104,8,455,"Comedy",4.8
53108,1950,75,15,10,"Comedy",7.3
43525,1994,89,11.5,311,"Action",3.6
56346,1938,18,14.7,52,"Comedy",7.7
5974,1975,95,12.5,83,"Action",5
39033,1942,84,11.7,200,"Comedy",8.2
3028,1974,108,13.5,15,"Action",4.9
11990,1995,74,10.7,61,"Comedy",4.2
33131,1959,106,12,14,"Drama",4.9
42147,1945,69,6.9,9,"Comedy",2.2
23925,2004,103,5.2,327,"Action",3.9
24188,2002,84,15.6,10,"Action",3.5
39090,1996,13,13.8,9,"Short",7.3
34503,1992,108,9.7,58,"Drama",4.4
9325,1979,121,15.6,933,"Drama",3
9074,1954,88,7.9,114,"Action",4.4
6197,1971,89,11.8,230,"Drama",3.6
26253,1946,7,9.3,13,"Animation",8.6
24207,1932,104,13.2,29,"Drama",2.6
57612,2004,80,10.5,146,"Comedy",8.2
51925,1987,101,9.5,1279,"Comedy",3.2
12656,1980,79,10,107,"Action",2.7
26560,1915,33,13.2,102,"Comedy",7.4
56500,1904,3,7.8,5,"Short",8.8
55674,2004,80,11.5,120,"Documentary",7.6
35654,1937,84,10.2,15,"Drama",2.5
34575,1933,7,12.1,8,"Animation",3.2
39134,2000,104,10.6,72,"Comedy",7.7
39546,1969,95,13.3,72,"Comedy",8.1
40959,1996,100,17.1,75,"Comedy",7.9
25170,1999,89,7.6,34,"Action",2.7
34450,1990,93,11.9,11,"Drama",3.2
58029,1959,95,11.3,16,"Drama",4.7
49354,1987,86,13.5,464,"Comedy",8.5
35166,1950,7,10.8,61,"Animation",8.1
38576,1997,92,7.8,27,"Action",3.8
15718,1994,59,9.7,15,"Drama",4.6
17879,1993,NA,9.7,22,"Drama",4.7
58044,2000,NA,10.5,49,"Romance",4
53884,1941,90,17.3,148,"Comedy",3.9
1095,1998,96,12.8,26,"Comedy",8
25173,2000,112,15.4,53,"Documentary",8.3
1055,1992,88,12.8,87,"Action",4.2
21503,1980,108,10.9,213,"Action",8.4
7035,1987,88,14.9,8,"Drama",2.3
28184,1936,82,13.1,6,"Action",3.3
54740,1985,NA,10,114,"Comedy",5.4
8057,1968,83,8.4,7,"Drama",4.8
4164,1978,89,10.7,13,"Romance",4.9
49251,1989,87,14.3,28,"Drama",1.6
29837,1991,92,9.4,1434,"Comedy",3.7
32969,1956,90,9.1,7,"Action",3.8
43508,1964,85,13,17,"Action",4.7
38593,1953,9,11.3,18,"Short",7.8
7582,1939,NA,15.3,18,"Action",8.3
46158,1988,93,8.8,348,"Action",4.5
28707,1944,10,7.3,6,"Documentary",8.3
27920,1936,54,9.6,32,"Action",3.8
12363,1987,98,8,55,"Action",3.6
45829,1995,90,10.1,118,"Action",4.7
38065,1984,88,14.9,19,"Action",3.6
25055,2004,126,11.6,350,"Drama",2.1
45913,1929,72,13.1,9,"Comedy",9.3
33973,1985,98,10.4,68,"Action",4.5
39980,1966,88,10.1,42,"Action",3.6
23545,1950,7,8.3,25,"Animation",8
36524,1964,90,11.3,108,"Drama",4.7
7413,1961,85,12.8,37,"Comedy",7.5
9659,1932,7,10.1,19,"Animation",2.7
50094,1998,90,7.5,89,"Drama",3.1
56086,2003,15,16.2,69,"Action",7.9
6350,2002,110,12,5965,"Drama",2.9
5175,2004,45,14.4,8,"Comedy",8
8122,1963,NA,11.4,12,"Action",4.1
29481,1969,8,13.1,13,"Short",8.2
52756,1974,89,12.1,14,"Action",3.7
5534,2000,94,11.1,17,"Action",3.6
35267,1997,55,9,6,"Documentary",8
4112,1991,NA,18.3,20,"Comedy",8.9
3948,1943,19,18.5,56,"Comedy",7.4
23432,1965,54,9.3,5,"Documentary",8.3
56087,1977,90,13.6,15,"Action",3.1
20740,1963,99,8.7,36,"Comedy",1.7
3812,1951,NA,15.5,15,"Drama",4.2
22628,1954,88,12.8,23,"Action",3.5
16761,1997,84,13,437,"Drama",4.1
16744,1998,110,10.5,15,"Action",8.8
12162,1990,90,5.8,9,"Drama",4.2
7561,1985,70,14.2,16,"Documentary",8.3
56938,1973,93,20.2,64,"Action",7.8
32536,2001,104,8.7,57,"Comedy",4
18487,1940,87,17.7,9,"Drama",6.1
42944,1965,104,6.2,3292,"Drama",2.7
45907,1929,77,8.4,20,"Drama",2.8
51637,1987,91,10.6,111,"Comedy",7.9
42852,1930,65,11,13,"Comedy",4.4
18715,1981,114,6.6,341,"Drama",3.5
45247,1939,231,12.1,6,"Action",4
10853,1973,85,17.7,5,"Comedy",8.1
24189,2000,3,16.1,44,"Short",7.7
21798,1951,77,11.3,23,"Comedy",7.6
57148,1962,98,10.6,5,"Action",4.4
48772,1987,96,10.5,39,"Drama",4
42267,1985,20,15.1,56,"Romance",8.6
45682,1962,76,12,6,"Comedy",7.6
37244,1967,7,10.6,19,"Animation",8.3
12390,1972,10,12.5,11,"Documentary",8.3
56587,1964,111,4.5,493,"Comedy",4.9
24718,1970,130,15.9,24,"Drama",3.2
57030,1939,75,12.5,12,"Comedy",7.9
58619,2001,120,6,15,"Action",3.6
14051,2002,113,9.5,78,"Drama",4.3
43528,1993,82,12.7,71,"Action",3.9
45376,1934,78,12.5,11,"Drama",3.9
52458,1972,NA,14.8,9,"Comedy",7.7
52194,2003,109,14.5,12,"Drama",4
13025,1994,103,11.8,3465,"Drama",4.8
32751,2001,86,15.6,587,"Comedy",8.2
54409,1981,90,10.5,102,"Animation",3.5
44364,1995,127,14.1,7547,"Comedy",4.1
30240,1949,6,16,65,"Animation",8.3
24688,1956,82,12.8,15,"Drama",2.5
35784,1983,105,12.5,7,"Drama",4.2
37179,1959,149,12.8,1197,"Drama",1.2
9061,1953,7,11.6,21,"Animation",7.7
38368,1960,98,13,15,"Drama",3.8
25615,1988,82,15.3,39,"Comedy",8.3
14220,1975,105,15.8,6,"Action",8.6
540,1969,107,12.7,57,"Drama",3
3901,1973,89,15.7,172,"Action",3.8
25084,1979,91,16,25,"Drama",4
47906,2005,74,19,5,"Drama",4.4
54634,1999,56,7.2,14,"Documentary",3.1
29312,1996,100,11.7,127,"Drama",4.9
52646,1963,105,12.8,782,"Action",8.3
58623,1934,10,5.8,5,"Short",8
53308,1935,10,6.1,6,"Documentary",8.3
31271,1970,100,13.6,5,"Drama",2.4
41333,1942,68,16.8,49,"Comedy",3
18968,1998,86,7.6,14,"Documentary",4
12292,1998,97,12.8,941,"Comedy",4.1
38208,2004,115,16.3,111,"Drama",5
49425,1959,88,14.7,25,"Drama",4.1
53877,1951,75,7.2,12,"Drama",4
47761,2004,19,12.2,8,"Comedy",8.4
17224,1985,110,15.1,105,"Action",2.9
50166,2004,NA,5.8,69,"Comedy",5.1
5056,1995,70,11.5,14,"Drama",3.9
18686,1929,78,16.3,10,"Drama",4.5
13930,2000,99,9.3,1231,"Drama",4.7
32308,1977,104,10.9,325,"Drama",3.3
23863,1932,73,12.6,16,"Drama",5.8
6048,1994,87,10.1,21,"Documentary",7.3
15783,1988,96,12.8,1238,"Comedy",8.2
22720,1994,87,5.3,39,"Action",3.8
48060,1940,72,18.7,9,"Comedy",8.2
23597,2004,9,10.6,24,"Animation",5
22147,1999,112,8.5,285,"Drama",4
55170,1974,80,4.8,95,"Drama",3.2
26341,2003,9,8.2,8,"Comedy",7.7
48730,1997,NA,14.3,57,"Drama",3
22161,1993,73,6.8,5,"Documentary",3.8
47941,2001,77,13.2,35,"Drama",2.7
29552,1998,96,10.8,226,"Drama",4
47208,1976,NA,15.7,46,"Romance",2.7
13096,1946,110,8.8,301,"Drama",3.5
8510,1953,7,14.3,23,"Animation",8.5
45402,1968,100,12.9,107,"Comedy",3.5
32275,2003,132,11.8,107,"Drama",4.9
43238,1975,95,16.8,16,"Action",7.8
41280,1904,1,15.5,6,"Short",8
21379,1989,109,7.1,1008,"Drama",5.7
31147,1992,120,10.8,446,"Drama",4.9
18416,2000,87,16.2,24,"Drama",3.8
9771,1988,87,11.9,4250,"Action",2.7
54985,1990,87,11.1,6,"Action",3.8
23060,2000,94,14,96,"Comedy",7.8
13179,2001,89,10.3,17,"Action",4.3
12418,1996,27,12.4,7,"Short",7.4
26447,1952,84,7.3,808,"Drama",1.5
34478,1977,120,12.6,193,"Action",4.6
26853,2000,76,10.2,201,"Action",3.4
3590,1971,83,13.2,15,"Comedy",8.6
52277,1935,68,18.2,20,"Drama",3.9
18390,2002,97,11.2,52,"Drama",4.3
16380,1989,100,13.2,17,"Drama",4.2
49979,1991,95,11.5,999,"Comedy",7.6
46533,1969,97,12.4,27,"Drama",4.4
15940,1972,92,8.7,7,"Comedy",5
31887,1938,103,14.8,6,"Action",3.7
24424,1952,95,17.3,11,"Drama",3.2
49511,1987,90,15.3,495,"Comedy",8.3
36673,1980,103,7.8,40,"Documentary",4.5
11839,1953,80,15.3,26,"Drama",3.8
58028,1963,85,10.7,11,"Action",2.1
15038,1971,90,13.5,88,"Comedy",3.7
4377,1968,98,14.3,4653,"Action",3.3
9352,2004,20,15.5,7,"Drama",7.8
14411,1974,94,5.3,5,"Comedy",2.5
20302,1999,127,13.4,16362,"Drama",4
16219,2003,54,12.3,5,"Action",5.3
9750,2002,117,10.9,429,"Drama",4.7
4482,1997,88,11,21,"Drama",3.8
46922,1933,74,14.4,43,"Drama",6.4
40034,2000,NA,14.6,16,"Action",4.7
46749,1995,83,12.5,255,"Action",4.2
44518,2002,22,12.1,5,"Short",8
10703,1950,76,14,37,"Action",3.5
38783,1942,88,14.6,1224,"Comedy",5
14908,1987,86,12.6,26,"Drama",3.3
46326,1956,77,14.8,179,"Action",4.1
57337,1943,7,12.1,33,"Animation",7.5
46085,1988,100,8.5,15,"Drama",3.5
42702,2004,95,12.8,350,"Drama",3.5
50745,2001,86,10,467,"Action",4.2
39538,1976,110,11.1,20,"Documentary",8.3
17693,1934,60,8,6,"Action",4.9
1040,1964,100,11.2,120,"Comedy",7.9
2727,1950,107,8.4,529,"Comedy",4.8
51647,1948,7,12.4,40,"Animation",7.9
21456,1978,25,8.2,17,"Drama",7.6
32447,1937,96,13.8,308,"Drama",3.7
2413,1995,48,9.8,5,"Documentary",8.3
10766,1967,11,8.7,27,"Documentary",7.4
4549,1979,100,13.7,30,"Documentary",7.6
20098,1988,93,6.3,208,"Drama",5.1
25376,1947,7,17.2,6,"Animation",7.3
51371,1977,78,12.7,5,"Action",2.6
3748,1999,93,12.4,53,"Drama",4.7
46036,1994,96,11.1,90,"Action",4.5
15858,1994,93,17.9,46,"Action",7.7
7884,1951,7,11.7,85,"Animation",7.8
14296,1945,7,12.7,8,"Animation",8.1
55347,1960,90,13,49,"Action",4.5
48181,1989,89,12.1,8,"Action",4.3
2754,1984,90,10.1,845,"Drama",4.3
17183,1949,8,13.4,5,"Animation",7.8
935,2003,91,10.8,211,"Comedy",8
20125,1958,118,17,52,"Drama",4.9
38730,1969,158,10.6,2011,"Comedy",4.6
54194,1997,89,6.3,488,"Action",3.2
51745,2001,111,16.5,43,"Action",8.2
9704,1987,84,16.3,5,"Action",7.7
3147,1941,11,15.1,7,"Documentary",8.2
40993,1956,NA,12,34,"Drama",4.9
55595,2003,NA,15.1,49,"Comedy",4.1
11971,1974,75,12.3,21,"Action",4.4
52932,1956,88,5.8,48,"Comedy",4.3
20222,1956,99,16.5,361,"Comedy",8.6
13339,1983,106,14,7,"Drama",4.1
57385,1998,105,14.8,174,"Comedy",8.2
18639,1980,117,16.2,299,"Action",4.3
49630,1934,87,17.4,16,"Action",8
35299,2001,117,8.9,149,"Drama",4.8
54434,1999,89,14,3486,"Action",8.1
52698,1955,73,10.2,43,"Action",4.1
45124,1934,86,10.9,8,"Drama",4.4
56035,1936,10,11.4,9,"Short",8.8
5267,1982,95,12.5,27,"Comedy",8.4
39568,1971,91,13.2,51,"Action",3.6
12577,1948,113,13.1,128,"Comedy",8.2
40839,1946,100,11.6,99,"Drama",3.8
34749,1995,143,13.5,9273,"Drama",1.4
28988,2003,12,13.6,32,"Drama",7.9
45085,1951,6,17.3,25,"Animation",8
50151,1976,100,10.4,11,"Drama",4.6
14364,1998,119,14.3,39,"Drama",6.2
2009,1955,109,11.7,11,"Drama",5.5
55114,1963,84,9.4,77,"Action",5
49299,1960,95,19.7,19,"Drama",3.4
39469,2002,74,8.7,17,"Comedy",4.1
30593,1965,1,8.8,46,"Short",8.5
37337,1947,110,10.7,83,"Action",4
52576,1969,86,16.4,9,"Action",7.7
6876,1954,149,14.9,24,"Drama",5
21105,1925,71,11.8,88,"Documentary",8.6
17126,1995,99,15.5,43,"Drama",3.1
58528,1999,100,10.9,44,"Comedy",3.5
40290,1998,86,11.8,21,"Action",3.9
23631,1982,88,13,21,"Action",3.6
52469,2002,25,15.2,42,"Comedy",8.1
52896,2001,112,14.2,11,"Drama",5.3
39020,1997,80,16.7,9,"Action",8.4
44497,1960,84,11.9,46,"Animation",3.1
14531,1947,7,9.3,22,"Animation",8.1
28085,1983,125,9,12,"Drama",5.2
50928,1977,91,10.4,11,"Drama",2.2
2589,1972,82,16.9,32,"Action",8
15172,1999,77,11.8,1790,"Comedy",7.8
23650,1991,NA,12.1,11,"Action",3.6
17002,1943,65,16.3,24,"Action",8.6
27813,1999,92,13.4,106,"Action",2.5
32783,1975,123,14.5,41,"Drama",3.4
11018,1956,111,10,364,"Action",3.8
6864,1940,119,11.6,312,"Drama",4
4833,1957,7,10.9,58,"Animation",8.9
29244,2002,96,10.5,56,"Comedy",8.2
38853,1971,110,7.8,979,"Drama",2.6
5692,1989,90,11.5,12277,"Comedy",7.8
14541,1944,7,17.1,30,"Animation",8
40986,1994,60,11.5,17,"Drama",2.9
46091,1998,95,9.3,249,"Action",4.5
57930,2001,99,10.1,35,"Comedy",4.3
48353,1985,77,11.9,54,"Action",4.3
25192,1986,85,11.7,27,"Action",4
46858,1993,120,7.1,32,"Drama",3.6
32485,1949,97,13.8,5,"Comedy",3.1
8120,1991,NA,15.4,204,"Action",7.8
11184,1929,21,14.5,9,"Drama",8.2
55660,1937,109,14.7,45,"Comedy",4
20782,2003,7,11.1,15,"Short",7.9
49367,1899,1,10.4,5,"Action",3.8
54165,2002,90,7.2,6,"Action",5.4
49181,1967,105,13.7,13,"Action",2.8
39553,1975,107,14.6,15,"Action",4.5
8959,1959,82,10.5,23,"Action",4.3
642,2001,5,9.4,17,"Animation",5.3
3533,1930,85,16.8,8,"Drama",3.3
723,1940,110,14.7,226,"Drama",4.1
39048,1996,110,12,85,"Drama",4.3
14936,1935,8,5.8,38,"Documentary",8.8
46012,1991,96,13.1,47,"Comedy",7.8
46034,1997,95,12.2,6,"Action",5.6
30122,1940,87,11.5,5,"Action",3.7
50283,1996,89,14.9,204,"Drama",2.8
42249,1990,94,8.8,35,"Action",5.2
9617,1984,89,9,13,"Drama",3.1
36118,1984,103,13.6,31,"Drama",3.7
53195,1971,98,14,9,"Comedy",7.5
7950,1995,NA,14.9,34,"Comedy",8.3
17495,1980,103,11.2,31,"Drama",5.5
24790,1998,117,11,4409,"Drama",3.1
15950,1952,95,8.1,11,"Comedy",4.3
5688,1954,86,9.1,5,"Drama",2.2
36237,1932,21,14.3,7,"Comedy",8
30076,1994,80,10,8,"Drama",4.6
12790,1998,80,12.4,15,"Action",3.7
3180,1997,90,10.1,22,"Drama",3.8
47006,1964,81,8.8,14,"Comedy",5.1
50271,1973,99,15.6,8,"Action",4.1
21633,1985,98,11.5,12,"Comedy",7.6
39397,2004,70,13.2,16,"Documentary",8
6498,2001,17,11.4,39,"Short",8.4
7483,1986,4,15.4,28,"Animation",8.1
15920,1956,98,11.2,56,"Comedy",8.3
14563,1984,83,8.1,13,"Action",2.7
17514,1988,100,14.7,7,"Drama",4.5
35036,1999,89,16.4,18,"Drama",4.2
17364,1974,NA,14.7,11,"Drama",4.7
14038,1993,40,18.3,17,"Drama",7.9
